MSMEG_1471;Rv0720;MSMEG_1471;-1;MSMEG_1471;1;Rv0720;1.000
MSMEG_1483;Rv0732;;;;;Rv0732;1.000
MSMEG_1484;Rv0733;MSMEG_1484;1;MSMEG_1484;2;Rv0733;2.000
;Rv0749;;;;;Rv0749;1.000
MSMEG_1498;Rv0753c;;;;;Rv0753c;1.000
MSMEG_5872;Rv0757;;;;;Rv0757;1.000
MSMEG_5866;Rv0761c;;;;;Rv0761c;1.000
MSMEG_5852;Rv0772;;;;;Rv0772;1.000
MSMEG_5847;Rv0777;;;;;Rv0777;1.000
MSMEG_5834;Rv0786c;;;;;Rv0786c;1.000
MSMEG_5824;Rv0803;MSMEG_5824;1;MSMEG_5824;1;Rv0803;1.000
MSMEG_5790;Rv0814c;MSMEG_5790;2;MSMEG_5790;2;Rv0814c;2.000
MSMEG_5789;Rv0815c;MSMEG_5789;2;MSMEG_5789;2;Rv0815c;1.000
MSMEG_5776;Rv0821c;;;MSMEG_5776;1;Rv0821c;1.000
MSMEG_5774;Rv0823c;;;;;Rv0823c;1.000
MSMEG_5773;Rv0824c;;;MSMEG_5773;1;Rv0824c;1.000
MSMEG_5768;Rv0825c;;;;;Rv0825c;1.000
;Rv0831c;;;;;Rv0831c;1.000
MSMEG_5735;Rv0853c;;;;;Rv0853c;1.000
MSMEG_5736;Rv0854;;;;;Rv0854;1.000
MSMEG_5721;Rv0859;;;;;Rv0859;2.000
MSMEG_5720;Rv0860;MSMEG_5720;0;;;Rv0860;1.000
;Rv0873;;;;;Rv0873;1.000
MSMEG_5684;Rv0884c;;;;;Rv0884c;1.000
MSMEG_5672;Rv0896;MSMEG_5672;1;MSMEG_5672;1;Rv0896;2.000
MSMEG_5638;Rv0906;;;;;Rv0906;1.000
MSMEG_5609;Rv0913c;;;;;Rv0913c;1.000
MSMEG_5608;Rv0914c;;;;;Rv0914c;1.000
MSMEG_5591;Rv0923c;;;;;Rv0923c;1.000
;Rv0934;;;;;Rv0934;1.000
;Rv0940c;;;;;Rv0940c;1.000
MSMEG_5541;Rv0946c;;;;;Rv0946c;1.000
MSMEG_5525;Rv0951;;;MSMEG_5525;1;Rv0951;1.000
MSMEG_5520;Rv0953c;;;;;Rv0953c;1.000
MSMEG_5515;Rv0957;MSMEG_5515;1;;;Rv0957;1.000
MSMEG_5505;Rv0966c;;;;;Rv0966c;1.000
MSMEG_5494;Rv0972c;;;;;Rv0972c;1.000
MSMEG_5471;Rv0993;;;;;Rv0993;1.000
MSMEG_5441;Rv1007c;;;;;Rv1007c;1.000
MSMEG_5435;Rv1013;MSMEG_5435;2;;;Rv1013;2.000
MSMEG_5427;Rv1017c;MSMEG_5427;1;MSMEG_5427;1;Rv1017c;2.000
MSMEG_5426;Rv1018c;;;;;Rv1018c;2.000
MSMEG_6499;Rv1056;;;;;Rv1056;1.000
MSMEG_5291;Rv1058;;;;;Rv1058;1.000
;Rv1061;;;;;Rv1061;1.000
MSMEG_5277;Rv1070c;;;;;Rv1070c;1.000
MSMEG_5276;Rv1071c;;;;;Rv1071c;1.000
MSMEG_5273;Rv1074c;MSMEG_5273;1;MSMEG_5273;1;Rv1074c;1.000
MSMEG_5270;Rv1077;;;MSMEG_5270;1;Rv1077;2.000
MSMEG_5261;Rv1082;;;MSMEG_5261;1;Rv1082;1.000
MSMEG_5252;Rv1092c;;;;;Rv1092c;1.000
MSMEG_5248;Rv1094;;;;;Rv1094;2.000
MSMEG_5247;Rv1095;MSMEG_5247;1;;;Rv1095;1.000
MSMEG_5240;Rv1098c;MSMEG_5240;1;MSMEG_5240;1;Rv1098c;1.000
MSMEG_5224;Rv1110;;;;;Rv1110;1.000
MSMEG_1998;Rv1124;;;;;Rv1124;1.000
MSMEG_6645;Rv1130;;;;;Rv1130;1.000
MSMEG_6638;Rv1133c;;;;;Rv1133c;1.000
;Rv1148c;;;;;Rv1148c;1.000
MSMEG_5140;Rv1161;;;;;Rv1161;1.000
MSMEG_5129;Rv1170;;;;;Rv1170;1.000
MSMEG_5126;Rv1173;;;;;Rv1173;1.000
MSMEG_5124;Rv1175c;;;;;Rv1175c;1.000
;Rv1180;;;;;Rv1180;1.000
;Rv1181;;;;;Rv1181;1.000
MSMEG_4731;Rv1185c;;;;;Rv1185c;2.000
MSMEG_3508;Rv1191;;;;;Rv1191;1.000
;Rv1194c;;;;;Rv1194c;1.000
MSMEG_5104;Rv1201c;;;MSMEG_5104;2;Rv1201c;1.000
MSMEG_5078;Rv1213;;;;;Rv1213;1.000
;Rv1240;;;;;Rv1240;1.000
MSMEG_2026;Rv1245c;;;MSMEG_2026;1;Rv1245c;1.000
MSMEG_5049;Rv1248c;MSMEG_5049;-1;;;Rv1248c;1.000
MSMEG_5010;Rv1265;MSMEG_5010;-1;;;Rv1265;1.000
;Rv1267c;;;;;Rv1267c;1.000
;Rv1270c;;;;;Rv1270c;1.000
MSMEG_4985;Rv1284;;;;;Rv1284;1.000
MSMEG_4979;Rv1285;;;;;Rv1285;1.000
MSMEG_4978;Rv1286;;;;;Rv1286;1.000
MSMEG_4959;Rv1292;;;;;Rv1292;1.000
MSMEG_4958;Rv1293;MSMEG_4958;-1;;;Rv1293;1.000
MSMEG_4957;Rv1294;MSMEG_4957;1;;;Rv1294;1.000
MSMEG_4956;Rv1295;MSMEG_4956;2;MSMEG_4956;2;Rv1295;2.000
MSMEG_4940;Rv1306;;;;;Rv1306;1.000
MSMEG_4938;Rv1308;MSMEG_4938;1;MSMEG_4938;1;Rv1308;2.000
MSMEG_4937;Rv1309;;;;;Rv1309;1.000
MSMEG_4936;Rv1310;MSMEG_4936;1;MSMEG_4936;1;Rv1310;1.000
MSMEG_4935;Rv1311;;;MSMEG_4935;1;Rv1311;1.000
MSMEG_4934;Rv1314c;;;;;Rv1314c;1.000
MSMEG_4932;Rv1315;MSMEG_4932;1;;;Rv1315;2.000
MSMEG_4928;Rv1316c;;;;;Rv1316c;1.000
MSMEG_4920;Rv1323;MSMEG_4920;2;MSMEG_4920;2;Rv1323;1.000
MSMEG_4915;Rv1328;;;;;Rv1328;1.000
MSMEG_3050;Rv1388;MSMEG_3050;1;MSMEG_3050;1;Rv1388;1.000
MSMEG_3054;Rv1391;MSMEG_3054;1;;;Rv1391;1.000
MSMEG_3055;Rv1392;MSMEG_3055;2;MSMEG_3055;2;Rv1392;2.000
MSMEG_3059;Rv1400c;;;;;Rv1400c;1.000
MSMEG_3065;Rv1407;;;;;Rv1407;1.000
MSMEG_3070;Rv1411c;;;;;Rv1411c;1.000
MSMEG_3072;Rv1415;MSMEG_3072;1;MSMEG_3072;1;Rv1415;1.000
MSMEG_3073;Rv1416;;;;;Rv1416;1.000
MSMEG_3080;Rv1422;;;;;Rv1422;1.000
MSMEG_3081;Rv1423;;;MSMEG_3081;2;Rv1423;1.000
MSMEG_3084;Rv1436;MSMEG_3084;2;MSMEG_3084;2;Rv1436;1.000
MSMEG_3085;Rv1437;MSMEG_3085;1;MSMEG_3085;1;Rv1437;1.000
MSMEG_3086;Rv1438;;;MSMEG_3086;1;Rv1438;1.000
MSMEG_2738;Rv1442;;;;;Rv1442;1.000
;Rv1443c;;;;;Rv1443c;1.000
MSMEG_3098;Rv1444c;;;;;Rv1444c;1.000
MSMEG_3102;Rv1448c;MSMEG_3102;2;MSMEG_3102;2;Rv1448c;1.000
MSMEG_3103;Rv1449c;MSMEG_3103;1;;;Rv1449c;1.000
MSMEG_3122;Rv1461;;;;;Rv1461;1.000
MSMEG_3124;Rv1463;;;MSMEG_3124;1;Rv1463;1.000
MSMEG_3125;Rv1464;;;;;Rv1464;1.000
MSMEG_3140;Rv1473;;;;;Rv1473;1.000
MSMEG_3143;Rv1475c;MSMEG_3143;2;MSMEG_3143;1;Rv1475c;1.000
MSMEG_3147;Rv1479;;;;;Rv1479;1.000
MSMEG_3148;Rv1480;;;;;Rv1480;1.000
MSMEG_3151;Rv1484;;;MSMEG_3151;1;Rv1484;1.000
;Rv1505c;;;;;Rv1505c;1.000
;Rv1512;;;;;Rv1512;1.000
;Rv1516c;;;;;Rv1516c;1.000
;Rv1531;;;;;Rv1531;1.000
MSMEG_0992;Rv1533;;;;;Rv1533;1.000
MSMEG_3175;Rv1540;MSMEG_3175;-1;;;Rv1540;1.000
MSMEG_3178;Rv1547;;;;;Rv1547;1.000
;Rv1558;;;;;Rv1558;1.000
MSMEG_3186;Rv1564c;;;;;Rv1564c;1.000
MSMEG_3191;Rv1571;;;;;Rv1571;1.000
MSMEG_3199;Rv1594;;;;;Rv1594;1.000
MSMEG_3200;Rv1595;MSMEG_3200;-1;;;Rv1595;1.000
MSMEG_3201;Rv1596;;;;;Rv1596;1.000
MSMEG_3205;Rv1599;MSMEG_3205;1;MSMEG_3205;2;Rv1599;1.000
MSMEG_3208;Rv1602;;;;;Rv1602;1.000
MSMEG_3220;Rv1612;MSMEG_3220;1;MSMEG_3220;1;Rv1612;1.000
MSMEG_3227;Rv1617;MSMEG_3227;1;MSMEG_3227;1;Rv1617;1.000
MSMEG_3246;Rv1626;;;;;Rv1626;1.000
MSMEG_3844;Rv1627c;;;;;Rv1627c;1.000
MSMEG_3833;Rv1630;MSMEG_3833;-1;MSMEG_3833;1;Rv1630;1.000
MSMEG_3817;Rv1632c;;;;;Rv1632c;1.000
MSMEG_3811;Rv1636;MSMEG_3811;1;MSMEG_3811;1;Rv1636;1.000
MSMEG_3808;Rv1638;MSMEG_3808;0;;;Rv1638;1.000
MSMEG_3776;Rv1652;MSMEG_3776;1;;;Rv1652;1.000
MSMEG_3773;Rv1655;MSMEG_3773;2;;;Rv1655;2.000
MSMEG_3770;Rv1658;MSMEG_3770;1;MSMEG_3770;1;Rv1658;1.000
MSMEG_0808;Rv1660;;;;;Rv1660;1.000
;Rv1665;;;;;Rv1665;1.000
MSMEG_2582;Rv1676;;;;;Rv1676;1.000
MSMEG_3767;Rv1683;;;;;Rv1683;1.000
MSMEG_3746;Rv1699;MSMEG_3746;1;;;Rv1699;1.000
;Rv1703c;;;;;Rv1703c;1.000
MSMEG_5912;Rv1731;;;;;Rv1731;1.000
;Rv1738;;;;;Rv1738;1.000
MSMEG_4962;Rv1751;;;;;Rv1751;1.000
;Rv1762c;;;;;Rv1762c;1.000
MSMEG_3404;Rv1765c;;;;;Rv1765c;1.000
;Rv1769;;;;;Rv1769;1.000
;Rv1770;;;;;Rv1770;1.000
;Rv1771;;;;;Rv1771;1.000
MSMEG_3683;Rv1780;;;;;Rv1780;1.000
;Rv1794;;;;;Rv1794;1.000
MSMEG_3654;Rv1821;;;;;Rv1821;1.000
MSMEG_3642;Rv1832;MSMEG_3642;1;;;Rv1832;1.000
MSMEG_3641;Rv1836c;;;;;Rv1836c;1.000
MSMEG_3640;Rv1837c;MSMEG_3640;1;MSMEG_3640;1;Rv1837c;1.000
MSMEG_3634;Rv1843c;MSMEG_3634;1;;;Rv1843c;1.000
MSMEG_3623;Rv1852;;;;;Rv1852;1.000
MSMEG_3620;Rv1855c;;;MSMEG_3620;1;Rv1855c;1.000
MSMEG_3619;Rv1856c;MSMEG_3619;2;MSMEG_3619;1;Rv1856c;1.000
MSMEG_3483;Rv1864c;;;;;Rv1864c;1.000
MSMEG_0771;Rv1865c;;;;;Rv1865c;1.000
MSMEG_1903;Rv1866;;;;;Rv1866;1.000
;Rv1872c;;;;;Rv1872c;1.000
MSMEG_4477;Rv1900c;;;;;Rv1900c;1.000
MSMEG_6384;Rv1908c;;;MSMEG_6384;1;Rv1908c;1.000
MSMEG_3465;Rv1925;;;;;Rv1925;1.000
;Rv1936;;;;;Rv1936;1.000
MSMEG_2663;Rv1945;;;;;Rv1945;1.000
MSMEG_6231;Rv1978;;;;;Rv1978;1.000
MSMEG_3945;Rv1996;MSMEG_3945;1;MSMEG_3945;1;Rv1996;2.000
;Rv2001;;;;;Rv2001;1.000
;Rv2002;;;;;Rv2002;1.000
MSMEG_3942;Rv2004c;;;;;Rv2004c;1.000
;Rv2005c;;;;;Rv2005c;1.000
MSMEG_3954;Rv2006;;;;;Rv2006;1.000
;Rv2028c;;;;;Rv2028c;1.000
MSMEG_3947;Rv2029c;;;;;Rv2029c;2.000
;Rv2030c;;;;;Rv2030c;1.000
MSMEG_3932;Rv2031c;;;MSMEG_3932;1;Rv2031c;2.000
MSMEG_2943;Rv2032;;;;;Rv2032;1.000
;Rv2035;;;;;Rv2035;1.000
;Rv2041c;;;;;Rv2041c;1.000
;Rv2048c;;;;;Rv2048c;1.000
MSMEG_3863;Rv2061c;;;;;Rv2061c;1.000
MSMEG_3873;Rv2066;;;;;Rv2066;1.000
;Rv2067c;;;;;Rv2067c;1.000
MSMEG_3880;Rv2074;;;MSMEG_3880;1;Rv2074;2.000
;Rv2088;;;;;Rv2088;1.000
MSMEG_3884;Rv2091c;;;;;Rv2091c;1.000
MSMEG_3885;Rv2092c;;;;;Rv2092c;1.000
MSMEG_3887;Rv2094c;;;;;Rv2094c;1.000
MSMEG_3890;Rv2097c;;;;;Rv2097c;1.000
;Rv2101;;;;;Rv2101;1.000
;Rv2102;;;;;Rv2102;1.000
MSMEG_3896;Rv2111c;;;;;Rv2111c;1.000
MSMEG_3897;Rv2112c;MSMEG_3897;1;;;Rv2112c;1.000
MSMEG_3902;Rv2115c;MSMEG_3902;2;MSMEG_3902;1;Rv2115c;2.000
MSMEG_3906;Rv2118c;MSMEG_3906;-1;MSMEG_3906;1;Rv2118c;1.000
MSMEG_4188;Rv2129c;;;;;Rv2129c;1.000
MSMEG_4189;Rv2130c;;;;;Rv2130c;1.000
MSMEG_4193;Rv2135c;;;;;Rv2135c;1.000
MSMEG_4199;Rv2140c;;;;;Rv2140c;1.000
MSMEG_4200;Rv2141c;MSMEG_4200;1;;;Rv2141c;1.000
MSMEG_4217;Rv2145c;;;;;Rv2145c;1.000
MSMEG_4222;Rv2150c;;;MSMEG_4222;1;Rv2150c;1.000
;Rv2159c;;;;;Rv2159c;1.000
MSMEG_4244;Rv2178c;MSMEG_4244;1;;;Rv2178c;1.000
MSMEG_4251;Rv2185c;;;;;Rv2185c;1.000
MSMEG_4254;Rv2187;;;;;Rv2187;1.000
MSMEG_4261;Rv2194;;;;;Rv2194;1.000
MSMEG_4268;Rv2200c;;;;;Rv2200c;1.000
MSMEG_4269;Rv2201;;;;;Rv2201;1.000
MSMEG_4270;Rv2202c;MSMEG_4270;1;MSMEG_4270;1;Rv2202c;1.000
MSMEG_4272;Rv2204c;;;MSMEG_4272;1;Rv2204c;1.000
MSMEG_4280;Rv2214c;;;;;Rv2214c;1.000
MSMEG_4283;Rv2215;MSMEG_4283;1;MSMEG_4283;1;Rv2215;1.000
MSMEG_4290;Rv2220;MSMEG_4290;2;MSMEG_4290;1;Rv2220;1.000
MSMEG_4294;Rv2222c;MSMEG_4294;2;;;Rv2222c;2.000
MSMEG_4298;Rv2225;;;;;Rv2225;1.000
MSMEG_4305;Rv2228c;;;;;Rv2228c;1.000
MSMEG_4323;Rv2241;MSMEG_4323;2;MSMEG_4323;1;Rv2241;2.000
MSMEG_4325;Rv2243;MSMEG_4325;2;MSMEG_4325;1;Rv2243;2.000
MSMEG_4326;Rv2244;MSMEG_4326;2;MSMEG_4326;2;Rv2244;1.000
MSMEG_4327;Rv2245;MSMEG_4327;1;MSMEG_4327;2;Rv2245;1.000
MSMEG_4328;Rv2246;MSMEG_4328;1;MSMEG_4328;2;Rv2246;1.000
MSMEG_4329;Rv2247;;;;;Rv2247;1.000
MSMEG_4334;Rv2251;;;;;Rv2251;1.000
MSMEG_4335;Rv2252;;;;;Rv2252;1.000
MSMEG_4337;Rv2257c;;;;;Rv2257c;1.000
MSMEG_4342;Rv2260;;;;;Rv2260;1.000
;Rv2280;;;;;Rv2280;2.000
;Rv2289;;;;;Rv2289;1.000
;Rv2296;;;;;Rv2296;1.000
;Rv2298;;;;;Rv2298;1.000
;Rv2299c;;;;;Rv2299c;1.000
;Rv2300c;;;;;Rv2300c;1.000
;Rv2334;;;;;Rv2334;1.000
MSMEG_4482;Rv2343c;;;;;Rv2343c;1.000
MSMEG_4485;Rv2357c;;;;;Rv2357c;1.000
MSMEG_4486;Rv2358;MSMEG_4486;-1;;;Rv2358;1.000
MSMEG_4487;Rv2359;MSMEG_4487;-1;MSMEG_4487;1;Rv2359;1.000
MSMEG_4511;Rv2380c;;;;;Rv2380c;1.000
MSMEG_4527;Rv2391;MSMEG_4527;1;MSMEG_4527;2;Rv2391;1.000
MSMEG_4567;Rv2409c;;;;;Rv2409c;1.000
MSMEG_3513;Rv2416c;;;;;Rv2416c;1.000
MSMEG_4579;Rv2419c;;;;;Rv2419c;2.000
MSMEG_4621;Rv2439c;;;;;Rv2439c;1.000
MSMEG_4630;Rv2448c;;;;;Rv2448c;1.000
MSMEG_4632;Rv2449c;;;;;Rv2449c;2.000
MSMEG_4645;Rv2454c;;;MSMEG_4645;1;Rv2454c;1.000
MSMEG_4672;Rv2460c;;;;;Rv2460c;1.000
MSMEG_4673;Rv2461c;;;MSMEG_4673;1;Rv2461c;1.000
MSMEG_4683;Rv2464c;;;;;Rv2464c;1.000
MSMEG_4688;Rv2466c;;;;;Rv2466c;1.000
MSMEG_4690;Rv2467;;;;;Rv2467;1.000
MSMEG_4699;Rv2476c;;;;;Rv2476c;1.000
MSMEG_4700;Rv2477c;;;;;Rv2477c;2.000
MSMEG_4710;Rv2495c;;;;;Rv2495c;1.000
MSMEG_4716;Rv2501c;;;;;Rv2501c;2.000
MSMEG_1898;Rv2504c;;;;;Rv2504c;1.000
MSMEG_4722;Rv2509;;;;;Rv2509;1.000
MSMEG_4752;Rv2520c;;;MSMEG_4752;1;Rv2520c;1.000
MSMEG_4753;Rv2521;;;;;Rv2521;2.000
MSMEG_4757;Rv2524c;;;;;Rv2524c;1.000
;Rv2527;;;;;Rv2527;1.000
;Rv2531c;;;;;Rv2531c;1.000
MSMEG_3034;Rv2535c;;;;;Rv2535c;1.000
;Rv2537c;;;;;Rv2537c;1.000
MSMEG_3025;Rv2555c;;;;;Rv2555c;1.000
MSMEG_3019;Rv2568c;;;;;Rv2568c;1.000
MSMEG_3018;Rv2569c;;;;;Rv2569c;1.000
MSMEG_2976;Rv2580c;;;;;Rv2580c;1.000
MSMEG_2975;Rv2581c;;;;;Rv2581c;1.000
MSMEG_2963;Rv2585c;;;;;Rv2585c;1.000
MSMEG_2938;Rv2605c;;;;;Rv2605c;1.000
MSMEG_2937;Rv2606c;MSMEG_2937;1;MSMEG_2937;2;Rv2606c;2.000
MSMEG_2931;Rv2614c;;;;;Rv2614c;1.000
MSMEG_5310;Rv2622;;;;;Rv2622;1.000
;Rv2623;;;;;Rv2623;1.000
MSMEG_3939;Rv2624c;;;;;Rv2624c;2.000
;Rv2625c;;;;;Rv2625c;1.000
;Rv2626c;;;;;Rv2626c;1.000
;Rv2627c;;;;;Rv2627c;1.000
;Rv2629;;;;;Rv2629;1.000
MSMEG_2782;Rv2676c;MSMEG_2782;2;MSMEG_2782;1;Rv2676c;2.000
;Rv2679;;;;;Rv2679;1.000
MSMEG_2776;Rv2682c;;;;;Rv2682c;1.000
MSMEG_2750;Rv2711;MSMEG_2750;1;MSMEG_2750;1;Rv2711;1.000
;Rv2715;;;;;Rv2715;1.000
;Rv2724c;;;;;Rv2724c;1.000
MSMEG_2735;Rv2726c;;;;;Rv2726c;1.000
MSMEG_2723;Rv2737c;MSMEG_2723;-1;;;Rv2737c;2.000
MSMEG_2698;Rv2740;;;;;Rv2740;1.000
MSMEG_2685;Rv2752c;;;;;Rv2752c;2.000
MSMEG_2684;Rv2753c;;;MSMEG_2684;1;Rv2753c;1.000
MSMEG_2683;Rv2754c;MSMEG_2683;-1;;;Rv2754c;1.000
